CSA,indicator,indicator_category,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2006 - 2010
Southern Park Heights,hsattendXX,Education and Youth,,,,,,861.0,861.0,851.0,824.0,818.0,848.0,
Southwest Baltimore,hsattendXX,Education and Youth,,,,,,952.0,994.0,990.0,997.0,1007.0,1154.0,
The Waverlies,hsattendXX,Education and Youth,,,,,,465.0,430.0,439.0,410.0,403.0,468.0,
Upton/Druid Heights*,hsattendXX,Education and Youth,,,,,,535.0,564.0,570.0,564.0,572.0,632.0,
Washington Village,hsattendXX,Education and Youth,,,,,,240.0,237.0,211.0,218.0,196.0,234.0,
Westport/Mt. Winans/Lakeland,hsattendXX,Education and Youth,,,,,,408.0,380.0,371.0,358.0,384.0,439.0,
Baltimore City,hsattendXX,Education and Youth,,,,,,27308.0,27415.0,27315.0,26495.0,26872.0,28653.0,
Allendale/Irvington/S. Hilton,aastudXX,Education and Youth,,,,,,95.70183348361888,95.65347721822542,95.22322822354043,95.48577036310107,95.5337345581248,94.91953297570211,
Beechfield/Ten Hills/West Hills,aastudXX,Education and Youth,,,,,,96.53492149431511,96.45542427497314,96.5720407070166,96.93818601964182,96.31171921475313,95.39559014267186,
Belair-Edison,aastudXX,Education and Youth,,,,,,96.81885125184094,97.42700202370628,97.69880570929217,98.13719692489651,98.09388335704125,96.91591504218795,
Brooklyn/Curtis Bay/Hawkins Point,aastudXX,Education and Youth,,,,,,51.469353484466836,52.46187363834422,54.265915980944136,57.666666666666664,58.64754098360656,58.922413793103445,
Canton,aastudXX,Education and Youth,,,,,,15.658362989323843,19.196428571428573,15.068493150684931,13.829787234042554,15.887850467289718,19.576719576719576,
Cedonia/Frankford,aastudXX,Education and Youth,,,,,,94.80867005619481,95.58862609619983,95.55497790486093,95.51769331585845,93.94336654431044,91.32556248305774,
Cherry Hill,aastudXX,Education and Youth,,,,,,99.49367088607595,99.43698570809875,98.98499558693733,99.10193084867535,98.9935956084172,97.60508308895406,
Chinquapin Park/Belvedere,aastudXX,Education and Youth,,,,,,95.36128456735058,94.40497335701599,94.75587703435805,94.50139794967382,93.70892018779344,93.28140214216164,
Claremont/Armistead,aastudXX,Education and Youth,,,,,,64.33460076045627,60.95166163141994,63.08980213089802,61.786001609010455,60.10802469135802,58.680282796543594,
Clifton-Berea,aastudXX,Education and Youth,,,,,,99.13112164296999,99.08141962421712,98.8621997471555,99.22902494331066,99.15504858470638,98.23807477438761,
Cross-Country/Cheswolde,aastudXX,Education and Youth,,,,,,87.12871287128714,89.30131004366812,85.17745302713988,85.88709677419355,83.92156862745098,74.43762781186093,
Dickeyville/Franklintown,aastudXX,Education and Youth,,,,,,98.56527977044476,98.15384615384616,98.27315541601256,98.47715736040608,97.95221843003414,97.49552772808586,
Dorchester/Ashburton,aastudXX,Education and Youth,,,,,,99.16279069767442,98.92682926829268,98.93462469733656,99.17315175097276,98.94259818731118,97.57281553398059,
Downtown/Seton Hill,aastudXX,Education and Youth,,,,,,92.24137931034483,92.25092250922509,92.45283018867924,93.69747899159664,95.08928571428571,92.96296296296296,
Edmondson Village,aastudXX,Education and Youth,,,,,,98.93730074388948,99.33738266151298,99.2485549132948,99.22572960095295,99.0630855715178,99.04519414385742,
Fells Point,aastudXX,Education and Youth,,,,,,31.779661016949152,27.25060827250608,28.00982800982801,28.68421052631579,27.0,28.497409326424872,
Forest Park/Walbrook,aastudXX,Education and Youth,,,,,,98.99524061343205,98.78183831672203,98.90678941311852,98.78682842287695,98.89162561576354,97.84172661870504,
Glen-Falstaff,aastudXX,Education and Youth,,,,,,90.1685393258427,89.60396039603961,88.28428650749584,87.20731010850943,87.43575099942889,88.09160305343512,
Greater Charles Village/Barclay,aastudXX,Education and Youth,,,,,,92.33226837060703,89.96383363471972,88.76629889669006,87.58241758241758,87.42004264392324,88.51626016260163,
Greater Govans,aastudXX,Education and Youth,,,,,,98.96960329726944,98.77237851662403,98.4508547008547,98.61628525811602,98.33869239013934,97.32498577120091,
Greater Mondawmin,aastudXX,Education and Youth,,,,,,99.58258795468097,99.46965232763701,99.12935323383084,99.15407854984895,99.51100244498777,98.24355971896955,
Greater Roland Park/Poplar Hill,aastudXX,Education and Youth,,,,,,13.06532663316583,13.304721030042918,15.636363636363637,16.566265060240966,19.466666666666665,19.1044776119403,
Greater Rosemont,aastudXX,Education and Youth,,,,,,99.62062039723276,99.72733469665985,99.72144846796658,99.27849927849928,99.46223417257394,98.71564346262522,
Greenmount East,aastudXX,Education and Youth,,,,,,99.27107061503418,99.267578125,99.16230366492147,98.98869720404521,98.93795416433761,97.92387543252595,
Hamilton,aastudXX,Education and Youth,,,,,,81.49522799575823,82.55813953488372,84.14822439526506,85.3901494189264,85.83737210554658,86.3905325443787,
Harbor East/Little Italy,aastudXX,Education and Youth,,,,,,,,,,,93.65269461077844,
Harford/Echodale,aastudXX,Education and Youth,,,,,,74.25178147268409,75.80645161290323,79.1405118300338,80.92734225621415,82.83720930232558,82.98368298368298,
Highlandtown,aastudXX,Education and Youth,,,,,,32.55451713395638,30.604982206405694,32.40556660039761,32.97872340425532,33.85214007782101,33.911368015414254,
Howard Park/West Arlington,aastudXX,Education and Youth,,,,,,98.38909541511772,98.33948339483395,98.01790281329923,97.63469119579501,97.69820971867009,95.70119802677942,
Inner Harbor/Federal Hill,aastudXX,Education and Youth,,,,,,49.277978339350184,48.818897637795274,53.59342915811089,55.74468085106383,53.2258064516129,48.478701825557806,
Jonestown/Oldtown,aastudXX,Education and Youth,,,,,,97.51062537947783,97.63469119579501,97.29551451187335,97.11538461538461,97.2,,
Lauraville,aastudXX,Education and Youth,,,,,,85.31228551818806,86.22100954979535,87.38612473721093,87.95741849634065,87.23684210526315,87.708830548926,
Loch Raven,aastudXX,Education and Youth,,,,,,97.80469341408025,97.69463340891912,97.7803291236127,97.94105773112636,97.88789601949634,96.55324790101635,
Madison/East End,aastudXX,Education and Youth,,,,,,98.27344843677088,97.76158250910983,97.4768280123584,97.03219315895373,96.86503719447397,95.73770491803279,
Medfield/Hampden/Woodberry,aastudXX,Education and Youth,,,,,,27.890724269377383,27.074829931972786,27.8770550393138,28.48344880677444,28.39140103780578,28.762541806020064,
Midtown*,aastudXX,Education and Youth,,,,,,89.60674157303372,88.65030674846625,88.34355828220859,89.79591836734694,86.90095846645367,82.24956063268893,
Midway/Coldstream,aastudXX,Education and Youth,,,,,,99.23224568138195,99.435318275154,99.26470588235294,98.79238272178355,99.23430321592649,98.49198868991517,
Morrell Park/Violetville,aastudXX,Education and Youth,,,,,,14.310051107325384,16.93121693121693,17.039922103213243,17.7732379979571,21.227364185110666,22.358974358974358,
Mt. Washington/Coldspring,aastudXX,Education and Youth,,,,,,60.8058608058608,64.51612903225806,64.14473684210526,61.41479099678456,54.21686746987952,49.01960784313725,
North Baltimore/Guilford/Homeland,aastudXX,Education and Youth,,,,,,70.1492537313433,67.29957805907173,62.82828282828283,55.4639175257732,51.77570093457944,46.613545816733065,
Northwood,aastudXX,Education and Youth,,,,,,98.2016348773842,97.92315680166148,97.97822706065318,97.65066394279877,97.46450304259635,96.1136023916293,
Oldtown/Middle East,aastudXX,Education and Youth,,,,,,,,,,,96.91531127313516,
Orangeville/East Highlandtown,aastudXX,Education and Youth,,,,,,30.818767249310024,29.18968692449355,28.370786516853936,26.062322946175637,25.52415679124886,25.11332728921124,
Patterson Park North & East,aastudXX,Education and Youth,,,,,,77.60797342192691,77.2914328469884,76.92910301605954,74.48031844316674,73.12673450508788,74.52200978212538,
Penn North/Reservoir Hill,aastudXX,Education and Youth,,,,,,98.8051948051948,98.77693651718114,99.09255898366605,98.89918887601391,98.57849196538938,97.67580452920143,
Perkins/Middle East,aastudXX,Education and Youth,,,,,,97.87556904400607,98.02158273381295,97.01492537313433,96.88506981740065,97.35935706084959,,
Pimlico/Arlington/Hilltop,aastudXX,Education and Youth,,,,,,99.1638795986622,98.77159309021113,98.74706342991387,98.87640449438202,98.93333333333332,98.41417910447761,
Poppleton/The Terraces/Hollins Market,aastudXX,Education and Youth,,,,,,96.34146341463415,96.6796875,97.2139303482587,96.21848739495799,96.39737991266377,95.86935638808838,
Sandtown-Winchester/Harlem Park,aastudXX,Education and Youth,,,,,,99.40587867417136,99.3805918788713,99.14712153518124,99.02597402597402,99.07021481243989,98.30508474576271,
South Baltimore,aastudXX,Education and Youth,,,,,,5.253623188405797,7.494646680942184,9.420289855072465,8.87728459530026,8.539944903581267,11.03896103896104,
Southeastern,aastudXX,Education and Youth,,,,,,68.43198338525441,64.21161825726142,62.73428886438809,56.83371298405467,55.88235294117647,53.955135773317586,
Southern Park Heights,aastudXX,Education and Youth,,,,,,99.22330097087378,99.11125740618829,99.0969086488364,98.89196675900277,98.47939175670268,97.8343949044586,
Southwest Baltimore,aastudXX,Education and Youth,,,,,,88.37153196622437,87.8772761287104,88.07247106190236,87.61783439490446,87.46816097809476,86.10970035551041,
The Waverlies,aastudXX,Education and Youth,,,,,,96.68831168831169,96.4113181504486,96.70958512160229,96.53136531365314,96.38932496075353,95.0920245398773,
Upton/Druid Heights*,aastudXX,Education and Youth,,,,,,99.40636805180787,99.2294991744634,99.21612541993281,99.19047619047619,99.3643031784841,98.34630350194551,
Washington Village,aastudXX,Education and Youth,,,,,,67.47891283973757,69.86155484558041,69.49152542372882,72.02007528230865,72.87671232876713,75.6926952141058,
Westport/Mt. Winans/Lakeland,aastudXX,Education and Youth,,,,,,85.68955568378534,85.70491803278688,84.38133874239351,83.33333333333334,81.81818181818183,82.36623963828184,
Baltimore City,aastudXX,Education and Youth,,,,,,87.91506225295433,88.01891082930544,88.20426548000218,88.23145866257032,87.79892145162003,87.29218882935915,
Allendale/Irvington/S. Hilton,wstudXX,Education and Youth,,,,,,3.606853020739405,3.507194244604316,3.8401498595067127,3.434739941118744,3.1042128603104215,2.903124013884506,
Beechfield/Ten Hills/West Hills,wstudXX,Education and Youth,,,,,,2.490525175961018,2.577873254564984,2.3567220139260847,2.2530329289428077,2.6174895895300416,2.140077821011673,
Belair-Edison,wstudXX,Education and Youth,,,,,,2.268041237113402,1.7635154668979474,1.7768715409263034,1.3897102306327618,1.3655761024182078,1.251091067791679,
Brooklyn/Curtis Bay/Hawkins Point,wstudXX,Education and Youth,,,,,,43.11502938706969,41.96078431372549,38.80467734950195,35.541666666666664,33.81147540983606,31.120689655172413,
Canton,wstudXX,Education and Youth,,,,,,66.90391459074732,61.60714285714286,60.273972602739725,59.04255319148937,57.476635514018696,59.78835978835979,
Cedonia/Frankford,wstudXX,Education and Youth,,,,,,3.7998394434038,3.08264682434228,3.0153366259422927,2.988204456094364,4.011536444677504,3.4697750067769038,
Cherry Hill,wstudXX,Education and Youth,,,,,,0.29535864978902954,0.34647033347769596,0.264783759929391,0.3143242029636282,0.5489478499542544,0.4887585532746823,
Chinquapin Park/Belvedere,wstudXX,Education and Youth,,,,,,3.1222123104371096,3.641207815275311,3.52622061482821,3.91425908667288,4.507042253521127,3.6027263875365136,
Claremont/Armistead,wstudXX,Education and Youth,,,,,,26.083650190114067,26.586102719033235,25.038051750380518,24.698310539018504,24.76851851851852,23.802042419481538,
Clifton-Berea,wstudXX,Education and Youth,,,,,,0.35545023696682465,0.41753653444676403,0.5478297513695743,0.4988662131519274,0.5069708491761723,0.25784271594327457,
Cross-Country/Cheswolde,wstudXX,Education and Youth,,,,,,6.138613861386139,5.676855895196507,8.768267223382047,8.064516129032258,8.235294117647058,4.9079754601226995,
Dickeyville/Franklintown,wstudXX,Education and Youth,,,,,,0.860832137733142,0.7692307692307693,0.9419152276295133,0.676818950930626,1.023890784982935,0.5366726296958855,
Dorchester/Ashburton,wstudXX,Education and Youth,,,,,,0.5116279069767441,0.7317073170731708,0.6295399515738499,0.4377431906614786,0.4028197381671702,0.37756202804746497,
Downtown/Seton Hill,wstudXX,Education and Youth,,,,,,1.293103448275862,0.7380073800738007,1.8867924528301887,3.361344537815126,1.3392857142857142,2.2222222222222223,
Edmondson Village,wstudXX,Education and Youth,,,,,,0.4782146652497344,0.22087244616234128,0.2890173410404624,0.357355568790947,0.24984384759525297,0.2546148949713558,
Fells Point,wstudXX,Education and Youth,,,,,,22.88135593220339,22.38442822384428,22.11302211302211,19.736842105263158,22.5,20.466321243523318,
Forest Park/Walbrook,wstudXX,Education and Youth,,,,,,0.370174510840825,0.3875968992248062,0.23014959723820483,0.462160600808781,0.43103448275862066,0.4796163069544364,
Glen-Falstaff,wstudXX,Education and Youth,,,,,,4.438202247191011,4.235423542354235,4.4419766796224325,4.511707595659623,4.511707595659623,4.2748091603053435,
Greater Charles Village/Barclay,wstudXX,Education and Youth,,,,,,3.6741214057507987,5.244122965641953,5.717151454363089,6.813186813186813,7.036247334754798,5.894308943089431,
Greater Govans,wstudXX,Education and Youth,,,,,,0.7212776919113859,0.8695652173913043,0.6944444444444444,0.6918573709419904,0.6430868167202572,0.5691519635742743,
Greater Mondawmin,wstudXX,Education and Youth,,,,,,0.2981514609421586,0.29463759575721865,0.3731343283582089,0.36253776435045315,0.18337408312958436,0.1756440281030445,
Greater Roland Park/Poplar Hill,wstudXX,Education and Youth,,,,,,65.82914572864321,69.52789699570815,68.72727272727272,66.26506024096386,59.46666666666667,55.52238805970149,
Greater Rosemont,wstudXX,Education and Youth,,,,,,0.08926578888640928,0.11361054305839581,0.1160631383472609,0.2886002886002886,0.29332681495966756,0.25687130747495507,
Greenmount East,wstudXX,Education and Youth,,,,,,0.2733485193621868,0.244140625,0.31413612565445026,0.3569303985722784,0.4471771939631079,0.461361014994233,
Hamilton,wstudXX,Education and Youth,,,,,,16.171792152704136,15.31850353892821,13.124034997426659,12.00885445489762,11.147011308562197,9.14470145239376,
Harbor East/Little Italy,wstudXX,Education and Youth,,,,,,,,,,,0.9580838323353293,
Harford/Echodale,wstudXX,Education and Youth,,,,,,22.897862232779097,21.26099706744868,17.817479478512794,15.77437858508604,13.906976744186048,12.587412587412588,
Highlandtown,wstudXX,Education and Youth,,,,,,48.13084112149533,44.83985765124555,38.56858846918489,35.53191489361702,32.1011673151751,26.97495183044316,
Howard Park/West Arlington,wstudXX,Education and Youth,,,,,,0.8674101610904585,1.045510455104551,0.9590792838874681,0.9198423127463863,0.639386189258312,0.6342494714587738,
Inner Harbor/Federal Hill,wstudXX,Education and Youth,,,,,,43.501805054151625,43.30708661417323,40.4517453798768,38.51063829787234,39.11290322580645,41.37931034482759,
Jonestown/Oldtown,wstudXX,Education and Youth,,,,,,0.7285974499089253,0.7884362680683311,0.79155672823219,1.0256410256410255,0.8666666666666666,,
Lauraville,wstudXX,Education and Youth,,,,,,13.040494166094716,12.073669849931786,10.79187105816398,9.580838323353294,10.197368421052632,8.174224343675418,
Loch Raven,wstudXX,Education and Youth,,,,,,1.0598031794095382,1.2093726379440666,1.1481056257175661,1.0496568429551878,0.934199837530463,0.7954043305346884,
Madison/East End,wstudXX,Education and Youth,,,,,,0.5599626691553896,0.989068193649141,0.9268795056642637,1.2575452716297788,1.2752391073326248,1.2295081967213115,
Medfield/Hampden/Woodberry,wstudXX,Education and Youth,,,,,,65.56543837357052,66.39455782312925,64.0457469621158,61.816782140107776,61.00815418828762,57.608695652173914,
Midtown*,wstudXX,Education and Youth,,,,,,7.584269662921349,8.742331288343557,8.895705521472392,8.006279434850864,9.904153354632587,10.369068541300527,
Midway/Coldstream,wstudXX,Education and Youth,,,,,,0.33589251439539347,0.1540041067761807,0.21008403361344538,0.3715745471435207,0.2552322613578356,0.1885014137606032,
Morrell Park/Violetville,wstudXX,Education and Youth,,,,,,80.23850085178876,76.89594356261023,75.26777020447906,73.74872318692543,70.12072434607646,67.38461538461539,
Mt. Washington/Coldspring,wstudXX,Education and Youth,,,,,,35.53113553113553,31.182795698924732,31.907894736842106,34.40514469453376,40.36144578313253,39.869281045751634,
North Baltimore/Guilford/Homeland,wstudXX,Education and Youth,,,,,,23.240938166311302,27.21518987341772,31.313131313131315,38.144329896907216,40.93457943925234,42.430278884462155,
Northwood,wstudXX,Education and Youth,,,,,,1.5803814713896458,1.6614745586708204,1.4515292897874545,1.481103166496425,1.5720081135902637,1.195814648729447,
Oldtown/Middle East,wstudXX,Education and Youth,,,,,,,,,,,0.7851934941110488,
Orangeville/East Highlandtown,wstudXX,Education and Youth,,,,,,46.91812327506899,44.935543278084715,42.50936329588015,41.92634560906516,37.3746581586144,36.17407071622847,
Patterson Park North & East,wstudXX,Education and Youth,,,,,,9.56810631229236,8.23045267489712,8.147277712495104,8.270676691729323,8.371877890841812,7.514450867052023,
Penn North/Reservoir Hill,wstudXX,Education and Youth,,,,,,0.7272727272727273,0.5824111822947,0.5444646098003629,0.4634994206257242,0.7416563658838072,0.7747318235995232,
Perkins/Middle East,wstudXX,Education and Youth,,,,,,0.9863429438543246,0.8093525179856115,1.791044776119403,1.7185821697099892,1.7221584385763489,,
Pimlico/Arlington/Hilltop,wstudXX,Education and Youth,,,,,,0.20903010033444816,0.2687140115163148,0.31323414252153486,0.3329171868497711,0.3111111111111111,0.2798507462686567,
Poppleton/The Terraces/Hollins Market,wstudXX,Education and Youth,,,,,,3.2229965156794425,2.83203125,2.0895522388059704,2.73109243697479,2.5109170305676853,2.0172910662824206,
Sandtown-Winchester/Harlem Park,wstudXX,Education and Youth,,,,,,0.18761726078799248,0.24088093599449414,0.24875621890547264,0.3246753246753247,0.3847386983007374,0.5963590709353421,
South Baltimore,wstudXX,Education and Youth,,,,,,89.67391304347827,85.86723768736617,83.57487922705315,82.24543080939948,80.71625344352617,78.8961038961039,
Southeastern,wstudXX,Education and Youth,,,,,,21.287642782969883,22.095435684647303,20.61742006615215,20.387243735763096,20.701357466063346,18.654073199527748,
Southern Park Heights,wstudXX,Education and Youth,,,,,,0.48543689320388345,0.5595786701777485,0.5210142410559222,0.4748713889988128,0.6402561024409764,0.3397027600849257,
Southwest Baltimore,wstudXX,Education and Youth,,,,,,9.987937273823883,9.753055624844102,9.008555611474584,9.375796178343949,9.398879266428935,9.116302691721687,
The Waverlies,wstudXX,Education and Youth,,,,,,2.142857142857143,2.070393374741201,1.7167381974248928,1.7712177121771218,1.8838304552590266,1.6104294478527608,
Upton/Druid Heights*,wstudXX,Education and Youth,,,,,,0.26983270372369134,0.2201430930104568,0.22396416573348266,0.19047619047619047,0.1466992665036675,0.24319066147859922,
Washington Village,wstudXX,Education and Youth,,,,,,28.772258669165886,26.198083067092654,26.02905569007264,23.71392722710163,23.013698630136986,18.89168765743073,
Westport/Mt. Winans/Lakeland,wstudXX,Education and Youth,,,,,,9.521061742642816,8.327868852459016,7.707910750507099,6.653491436100131,7.040328092959672,6.2547098718914835,
Baltimore City,wstudXX,Education and Youth,,,,,,9.292491854515,8.899089361072036,8.396374884680089,8.076298252787693,8.135525792335233,7.32484076433121,
Allendale/Irvington/S. Hilton,hstudXX,Education and Youth,,,,,,0.3306281935677788,0.4796163069544364,0.7180768029971901,0.8505070330389269,0.7918910357934749,0.757336699274219,
Beechfield/Ten Hills/West Hills,hstudXX,Education and Youth,,,,,,0.48727666486193827,0.26852846401718583,0.32137118371719336,0.2310803004043905,0.594883997620464,0.648508430609598,
Belair-Edison,hstudXX,Education and Youth,,,,,,0.14727540500736377,0.2023706273489448,0.11651616661811826,0.11827321111768185,0.1422475106685633,0.29095141111434386,
Brooklyn/Curtis Bay/Hawkins Point,hstudXX,Education and Youth,,,,,,3.8623005877413936,3.965141612200436,5.0238198354265915,5.166666666666667,6.311475409836066,6.551724137931035,
Canton,hstudXX,Education and Youth,,,,,,13.87900355871886,13.392857142857142,18.2648401826484,20.74468085106383,21.962616822429908,17.46031746031746,
Cedonia/Frankford,hstudXX,Education and Youth,,,,,,0.776023548300776,0.7972362476747276,0.9357941252924357,0.9960681520314547,0.9438909281594127,0.9487666034155597,
